name,idn,address,tvc,district,state,pincode,landline,website,h_email,h_name,h_designation,h_type,h_joining,h_te,h_re,h_ie,h_landline,h_fax,h_email
SHANKARA INTERNATIONAL SCHOOL OF MANAGEMENT AND RESEARCH,1-8603266,"VED KUTIR141,  SUKHDEV VIHAR, MATHURA ROAD, NEW DELHI, NEW DELHI, Delhi, 110025",JAIPUR,NEW DELHI,Delhi,302028,1426 - 1426227146,www.shankaramgtresearch.org,shankara.research@gmail.com,RAM KISHORE SHARMA,PRESIDENT,Regular,02-Jan-15,17 years,4 years,0 years,1426 - 227146,1126829021,santchaudhary@yahoo.co.in
SHANKARRAO DHAWAD POLYTECHNIC,1-447854691,"40, NAVODAYA, CHITALE MARG, DHANTOLI, NAGPUR, NAGPUR, NAGPUR, Maharashtra, 440012",NAGPUR,NAGPUR,Maharashtra,440025,712 - 2282478,www.sdhawadpoly.in,shankarraodhawad1@rediffmail.com,BHAURAO VIJAY,PRESIDENT,Regular,01-Dec-15,38 years,0 years,0 years,712 - 2291682,2286880,ashokdhawad@gmail.com
SHANKERLAL DHANRAJ SIGNODIA COLLEGE OF ARTS & COMMERCE & P.G CENTRE,1-11068304,"2-4-753/1, PLOT NO.3,  NEW NAGOLE COLONY,, HYDERABAD, HYDERABAD, Telangana, 500070",HYDERABAD,HYDERABAD,Andhra Pradesh,500002,40 - 24500365,www.sdsignodiacollege.com,sdsignodiacollege@gmail.com,PALLAVI RANGANADH KANALA,DIRECTOR,Regular,11-Nov-02,12 years,6 years,3 years,40 - 24500365,24402529,sdsignodiacollege@gmail.com
SHANKERSINH VAGHELA BAPU TECHNICAL CAMPUS,1-5627221,"SHANKERSINH VAGHELA BAPU TECHNICAL CAMPUS,NR-RANDHEJA RAILWAY CROSSING,VASAN, GANDHINAGAR, GANDHINAGAR, VASAN, Gujarat, 382650","UNAVA, VASAN",GANDHINAGAR,Gujarat,382650,79 - 23976170,www.bapugkv.ac.in,baputrust@gmail.com,MADHABHAI PATEL,PRINCIPAL,Regular,13-Aug-12,38 years,24 years,0 years,79 - 23975171,23976172,baputrust@gmail.com
SHANMUGA INDUSTRIES ARTS AND SCIENCE COLLEGE,1-808346981,"NO:73,RAJARAJAN STREET, TIRUVANNAMALAI, TIRUVANNAMLAI, Tamil Nadu, 606601",TIRUVANNAMALAI,TIRUVANNAMALAI,Tamil Nadu,606601,4175 - 236654,www.shanmugacollege.edu.in,shanmugacollege@gmail.com,ANANDARAJ ANAND,SECRETARY,Regular,02-Jul-12,16 years,6 years,0 years,4175 - 235295,237837,shanmugacollege@gmail.com
SHANMUGANATHAN ENGINEERING COLLEGE,1-4163997,"SHANMUGANATHAN ENGINEERING COLLEGE, PUDUKKOTTAI, ARASAMPATTI, Tamil Nadu, 622507",ARASAMPATTI,CHENNAI,Tamil Nadu,622507,4333 - 274913,www.shanmuganathanengg.in,shanmuganathanengg@gmail.com,MUTHURAMU KL,CORRESPONDENT,Regular,12-Apr-13,15 years,0 years,3 years,4333 - 274913,274912,corressec@gmail.com
SHANMUGHA POLYTECHNIC COLLEGE,1-409933451,"PLOT NO 11, MARIS NAGAR  MEDICAL COLLEGE (P.O), THANJAVUR, THANJAVUR, Tamil Nadu, 613004",TIRUMALAISAMUDRAM,CHENNAI,Tamil Nadu,613401,4362 - 304225,www.sptc.sastra.edu,sastra_spt@yahoo.co.in,CHANDRAMOULI MR,PRINCIPAL,Regular,24-Apr-12,31 years,0 years,1 years,4362 - 304225,4362264120,principal@spt.sastra.edu
SHANTHINIKETAN POLYTECHNIC COLLEGE,1-458768391,"B M ROAD, VIVEKANANDANGAR, RAMANAGARA, RAMANAGARA, Karnataka, 562159",RAMANAGARA,RAMANAGARA,Karnataka,562159,80 - 8027274535,www.shanthiniketan.org,principalsnp@gmail.com,VEERABHADRASWAMY.C.K. GOWDA,HON. SECRETARY,Regular,23-Jun-08,16 years,0 years,0 years,80 - 7270363,27272189,secretarysmailbox@rediffmail.com
SHANTI BUSINESS SCHOOL,1-6084041,"OPP. VRAJ GARDEN. OFF. S.P. RING ROAD, SHELA, AHMEDABAD, AHMEDABAD, Gujarat, 380058",AHMEDABAD,AHMEDABAD,Gujarat,380058,79 - 26768656,www.shantibschool.edu.in,registrar@shantibschool.edu.in,VRAJLAL SAPOVADIA,EXECUTIVE REGISTRAR,Regular,01-Feb-10,16 years,10 years,10 years,79 - 26824501,26768656,registrar@shantibschool.edu.in
"SHANTI EDUCATION SOCIETY'S, A.G. PATIL INSTITUTE OF TECHNOLOGY",1-2142081,"VIJAYRAJ RESIDENCY 128 GEETHA NAGAR JULE SOLAPUR, SOLAPUR, SOLAPUR, Maharashtra, 413004",SOLAPUR,SOLAPUR,Maharashtra,413004,217 - 2342499,www.agpit.edu.in,contact@agpit.edu.in,SUNIL PATIL,PRINCIPAL,Regular,01-Dec-12,18 years,7 years,9 years,217 - 2342499,2342221,principal@agpit.edu.in
"SHANTI INSTITUTE OF TECHNOLOGY (B.TECH,CS, IT, EC, ME, CE, EE) & MBA",1-5285551,"B-12 SHANTI VILLA SHAMBHU NAGAR BAGHPAT ROAD, MEERUT-250 002, MEERUT, MEERUT, Uttar Pradesh, 250002",MEERUT,MEERUT,Uttar Pradesh,250501,121 - 2880041,www.shantiedu.com,shantiedu@yahoo.in,CHANDU RAM JAGGA,GENERAL SECRETARY,Regular,15-May-08,29 years,10 years,10 years,121 - 2880043,2880041,shantiedu@yahoo.in
SHANTI INSTITUTE OF TECHNOLOGY (DIPLOMA IN ENGINEERING),1-460238021,"B-12, SHANTI VILLA SHAMBHU NAGAR, BAGHPAT ROAD, MEERUT, MEERUT, MEERUT, Uttar Pradesh, 250002",KURALI,MEERUT,Uttar Pradesh,250501,121 - 2880043,www.shanti-kurali.com,sit_kurali@yahoo.co.in,GHANSHYAM DAS AGARWAL,GENERAL SECRATERY,Regular,15-Sep-08,41 years,0 years,0 years,121 - 26404663,2880041,shantiedu@yahoo.in
SHANTI NIKETAN COLLEGE OF ENGINEERING,1-6173151,"SHANTI NIKETAN BHAWAN, MC COLONY HISAR HARYANA, HISAR, HISAR, Haryana, 125001","LADWA,HISAR",HISAR,Haryana,125087,1662 - 293611,www.snsshisar.org,shantiniketanss@gmail.com,DINESH PAL SINGH,SECRETARY,Regular,06-Mar-09,34 years,39 years,0 years,-,247880,shantiniketanss@gmail.com
SHANTI NIKETAN GROUP OF INSTITUTIONS,1-4866573,"C-32 GURUNANKPURA MODI NAGAR GHAZIABAD, GHAZIABAD, MODINAGAR, Uttar Pradesh, 201205",MOHIUDDINPUR,GHAZIABAD,Uttar Pradesh,250205,1232 - 322764,www.sngimeerut.com,dr.puneet2009@gmail.com,DR. SIKANDAR SINHA,SECRATARY,Regular,30-May-11,10 years,5 years,1 years,1232 - 322764,1232244883,dr.puneet2009@gmail.com
SHANTI NIKETAN INSTITUTE OF ENGINEERING AND TECHNOLOGY,1-458825761,"M.C COLONY HSR, HISAR, HISAR, Haryana, 125001","LADWA,HISAR",HISAR,Haryana,125087,1662 - 293613,www.snsshisar.org,shantiniketanss@gmail.com,PARDEEP MOR,SECRETARY,Regular,01-Sep-11,6 years,0 years,0 years,1662 -,1662265901,shantiniketanss@gmail.com
"SHANTI POLYTECHNIC [CE, CE(E&PC), ME(A), ME(P), EE",1-455197861,"B-12, SHANTI VILLA, SHAMBHU NAGAR, BAGHPAT ROAD, MEERUT, MEERUT, Uttar Pradesh, 250002",KURALI,MEERUT,Uttar Pradesh,250501,121 - 2880043,www.shantiedu.com,shantiedu@yahoo.in,SURENDRA SINGH,GENERAL SECRETRY,Regular,02-Jun-10,14 years,2 years,13 years,121 - 2880043,2880041,shantiedu@yahoo.in
SHANTILAL SHAH ENGINEERING COLLEGE,1-6213621,"SHANTILAL SHAH ENGG  COLLEGE, SIDSAR CAMPUS, BHAVNAGAR, BHAVNAGAR, Gujarat, 364060",BHAVNAGAR,BHAVNAGAR,Gujarat,364060,278 - 2445509,www.ssgec.ac.in,principal@ssgec.ac.in,MANGAL BHATT,PRINCIPAL,Regular,05-Feb-94,20 years,8 years,6 years,278 - 2445509,2445509,principal@ssgec.ac.in
SHANTILAL SHAH PHARMACY COLLEGE,1-451629561,"PRINCIPAL INCHARGE,  SHANTILAL SHAH PHARMACY COLLEGE, BHAVNAGAR UNIVERSITY CAMPUS, GAURISHANKER LAKE ROAD,, BHAVNAGAR, BHAVNAGAR, Gujarat, 364002",BHAVNAGAR,BHAVNAGAR,Gujarat,364002,278 - 2420360,www.bhavuni.edu,sspharmacycollege@yahoo.com,PRAKASH SHAH,PRINCIPAL IN CHARGE,Regular,02-Jul-98,19 years,11 years,9 years,278 - 2420360,2522511,prakashcology@yahoo.com
SHANTINIKETAN BUSINESS SCHOOL,1-12143791,"405,SADODAY PLAZA,NEAR RAM MANDIR,CA ROAD,NAGPUR-440018, NAGPUR, NAGPUR, Maharashtra, 440018",NAGPUR,NAGPUR,Maharashtra,440026,712 - 6461010,www.sbseducation.org,info@sbseducation.org,SREEHARI CHAVA,PRESIDENT,Regular,01-Mar-10,22 years,22 years,36 years,712 - 6461010,6617700,vinodchhangani@gmail.com
SHANTINIKETAN POLYTECHNIC,1-412748343,"SURVEY NO. 1911, SHANTINIKETAN LOKVIDYAPEETH,  OPPOSITE SUGAR FACTORY,  MADHAVNAGAR ROAD, SANGLI, SANGLI, Maharashtra, 416416",SANGLI,SANGLI,Maharashtra,416416,233 - 2313877,www.shpolytechnic.org,spcsangli@gmail.com,BIPIN SHEVADE,PRINCIPAL,Regular,06-Jan-14,10 years,0 years,24 years,233 - 2313977,2313677,bipinshevade@gmail.com
SHANTINIKETAN POLYTECHNIC,1-463896781,"PLOT.NO- 27, SECTOR- 02, NEW PANVEL, RAIGAD, NEW PANVEL, Maharashtra, 410206",NEW PANVEL,NANDED,Maharashtra,410206,22 - 27460087,www.shantiniketanpolytechnic.edu.in,1509principal@msbte.com,NANASAHEB TAMBE,PRINCIPAL,Regular,23-Jun-14,10 years,0 years,4 years,22 - 27460087,27460089,tambe.nanasaheb@gmail.com
SHARAD INSTITUTE OF TECHNOLOGY COLLEGE OF ENGINEERING,1-4156934,"SITCOE, YADRAV (ICHALKARNJI), KOLHAPUR, YADRAV (ICHALKARANJI), Maharashtra, 416121",YADRAV(ICHALKARNJI),KOLHAPUR,Maharashtra,416121,2322 - 253000,www.sitcoe.org.in,prakashbhagaje@gmail.com,SANJAY KHOT,PRINCIPAL,Regular,01-Sep-12,24 years,3 years,1 years,2322 - 253016,252897,sakhot.2000@gmail.com
"SHARAD INSTITUTE OF TECHNOLOGY, POLYTECHNIC, YADRAV",1-415341911,"PRIYADARSHNI COLONY, JAYSINGPUR. TAL- SHIROL, KOLHAPUR, JAYSINGPUR, Maharashtra, 416101",YADRAV,KOLHAPUR,Maharashtra,416121,2322 - 252239,www.sitpolytechnic.org,anil.bagane@sitpolytechnic.org,BAJRANG TASHILDAR,EXE DIRECTOR,Regular,04-Aug-08,9 years,0 years,10 years,2322 - 252027,252897,anil.bagane@sitpolytechnic.org
SHARADA POST GRADUATE INSTITUTE OF RESEARCH AND TECHNOLOGICAL SCIENCES (SPIRTS),1-7026151,"7/285-1C  BHAGYANAGAR   KADAPA-516002, YSR DISTRICT, KADAPA, Andhra Pradesh, 516002",KADAPA,YSR DISTRICT,Andhra Pradesh,516004,8562 - 255371,www.spirts.net,sharada.kdp@gmail.com,HARIBABU ORSU,ASSOCIATE PROFESSOR,Regular,01-Dec-12,11 years,4 years,0 years,8562 - 255371,246492,mcravi.so@gmail.com
SHARADCHADRA PAWAR INSTITUTE OF MANAGEMENT,1-7361851,"A/P - OTUR, TAL. JUNNAR, DIST. PUNE, PUNE, OTUR, Maharashtra, 410504",OTUR,PUNE,Maharashtra,412409,2132 - 265736,www.spiomotur.in,gmspm89@yahoo.com,SHIVAJI CHAND,COURSE CO-ORDINATOR,Regular,01-Sep-08,23 years,0 years,11 years,2132 - 265736,265729,gmspm89@yahoo.com
SHARADCHANDRA PAWAR COLLEGE OF ENGINEERING,1-6092911,"RIDDHI SIDDHI APARTMENT, AT PO OTUR, TAL JUNNAR, PUNE, OTUR, Maharashtra, 412409",OTUR,PUNE,Maharashtra,412409,2132 - 9326999711,www.spcoe.in,gmspm89@yahoo.com,GOVIND KHARAT,PRINCIPAL,Regular,01-Jun-10,25 years,6 years,0 years,2132 - 265729,265731,gukharat@gmail.com
SHARADCHANDRA PAWAR COLLEGE PHARMACY,1-5871331,"FLAT NO. 8 VIGHNAHARTA COMPLEX NEAR MARKET YARD, PUNE, OTUR, Maharashtra, 412409",OTUR,PUNE,Maharashtra,410504,2132 - 65732,www.spcop.in,gydama2008@rediffmail.com,GANESH DAMA,PRINCIPAL,Regular,01-Jun-05,14 years,0 years,0 years,2132 - 265732,265731,gydama2008@gmail.com
SHARADCHANDRA PAWAR INSTITUTE OF ENGINEERING & TECHNOLOGY,1-455617021,"AT PO OTUR, TAL JUNNAR, PUNE, OTUR, Maharashtra, 412409",KHAMUNDI,PUNE,Maharashtra,412409,2132 - 265732,www.gmspm.com,mayurmdhamale@gmail.com,KUNAL KORE,PRINCIPAL,Regular,05-Aug-14,4 years,0 years,2 years,2132 - 265732,265732,principal.spiet@yahoo.co.in
SHARADCHANDRA PAWAR INSTITUTE OF PHARMACY,1-457620731,"B-8 VIGHNAHARATA COMPLEX OTUR TAL JUNNAR DIST PUNE, PUNE, JUNNAR, Maharashtra, 412409",JUNNAR,PUNE,Maharashtra,410504,2132 - 265732,www.spiop.in,gydama2008@rediffmail.com,HARSHAL TARE,PRINCIPAL,Regular,05-Nov-14,5 years,0 years,0 years,2132 - 265729,265731,gydama2008@gmail.com
SHARADCHANDRAJI PAWAR POLYTECHNIC COLLEGE,1-475136291,"20, INDRAPRASHTA SOCIETY, GARKHEDA, AURANGABAD, AURANGABAD, AURANGABAD, Maharashtra, 431005",BHALGAON,AURANGABAD,Maharashtra,431005,240 - 2644445,www.sharadchandrajipawarpoly.org,sharadpawarpoly@gmail.com,AVINASH MAHALE,DIRECTOR,Regular,01-Jan-15,18 years,0 years,0 years,240 - 2644342,2329696,shivatrusts@yahoo.com
SHARDA INSTITUTE OF MANAGEMENT & TECHNOLOGY,1-10305221,"117/26, SARVODYA NAGAR, KANPUR, KANPUR NAGAR, KANPUR, Uttar Pradesh, 208005",KANPUR,KANPUR NAGAR,Uttar Pradesh,209217,512 - 2770002,www.simtkanpur.com,mmi1810@rediffmail.com,AJAY SHUKLA,CHAIRMAN,Acting,01-Jan-12,28 years,25 years,0 years,512 - 22770002,2770001,roopeshku@yahoo.com
SHARDA SCHOOL OF PHARMACY,1-4157324,"B - 403, UMASARANAM APARTMENT, NEAR VANDEMATARAM CITY, GOTA, AHMEDABAD, AHMEDABAD, Gujarat, 382581",PETHAPUR,MEHSANA,Gujarat,382610,79 - 65726121,www.shardaschoolofpharmacy.com,bph247owner@gtu.edu.in,LAXMANBHAI PATEL,MANAGING TRUSTEE,Regular,18-Sep-14,34 years,33 years,1 years,79 - 30516181,23287012,shardaschoolofpharmacy@gmail.com
SHATABDI INSTITUTE OF ENGINEERING & RESEARCH,1-2558181,"PRASHANT GARDEN, A/P AGASKHIND, TAL. SINNAR, DIST : NASHIK - 422 502., NASHIK, AGASKHIND, SINNAR, Maharashtra, 422502","AGASKHIND, TAL. SINNAR, DIST : NASHIK",THANE,Maharashtra,422502,2551 - 304210,www.sier.org.in,siermainoffice@gmail.com,JAYANT CHOPADE,TRUSTEE,Incharge,01-Jun-14,25 years,0 years,0 years,2551 - 304203,304200,pritam819@gmail.com
SHATABDI INSTITUTE OF TECHNOLOGY,1-413788101,"PRASHANT GARDEN, A/P AGASKHIND, TAL. SINNAR, DIST : NASHIK - 422 502., NASHIK, AGASKHIND, Maharashtra, 422502",AGASKHIND,THANE,Maharashtra,422502,2551 - 304262,www.sitp.co.in,harishbhabad@gmail.com,HARISH BHABAD,TRUSTEE,Regular,03-May-12,9 years,0 years,0 years,2551 - 304262,304200,pritam819@gmail.com
SHAYONA INSTITUTE OF BUSINESS MANAGEMENT,1-463122211,"1, ABHISHEK SOCIETY, MEGHANINAGAR, AHMEDABAD, AHMEDABAD, Gujarat, 380016",AHMEDABAD,AHMEDABAD,Gujarat,380061,79 - 27665354,www.sibm-ahmedabad.org,piyush_9928@yahoo.co.in,BHOJENDRA NIRMAL,TRUSTEE,Regular,04-Feb-13,24 years,6 years,10 years,79 - 27665354,27660538,piyush_9928@yahoo.co.in
SHEETAL POLYTECHNIC,1-500038921,"BHARAT COLONY ROHTAK, ROHTAK, ROHTAK, Haryana, 124001",ROHTAK,ROHTAK,Haryana,124419,1262 - 224119,www.sheetalpolytechnic.org,sheetalpolytechnic@yahoo.com,RAJINDER RATHEE,DIRECTOR,Regular,16-Apr-13,6 years,0 years,35 years,1262 - 224119,224120,sheetalpolytechnic@yahoo.com
SHEIKHPARA ABDUR RAHAMAN MEMORIAL POLYTECHNIC,1-462735221,"CHAKRAMPROSAD,HAREKRISHNAPUR, MURSHIDABAD, BERHAMPORE, West Bengal, 742305",BERHAMPORE,KOLKATA,West Bengal,742308,3481 - 242167,www.wbdtet.gov.in,sarm_poly@yahoo.co.in,SOFIKUL ISLAM,OFFICER-IN-CHARGE,Incharge,10-Dec-07,14 years,0 years,0 years,3481 - 242167,3481242167,sarm_poly@yahoo.co.in
SHEILA RAHEJA SCHOOL OF BUSINESS MANAGEMENT & RESEARCH,1-426031281,"A-51, PUNARVASU SHRISHTI,SECTOR-3, MIRAROAD., THANE, THANE, Maharashtra, 401104",MUMBAI,MUMBAI SUBURBAN,Maharashtra,400051,22 - 61966666,www.srbs.edu.in,director@srbs.edu.in,VIJAY WAGH,DIRECTOR,Regular,11-Jul-11,20 years,16 years,9 years,22 - 28453050,26475690,director@srbs.edu.in
SHEKHAWATI  BUSINESS SCHOOL,1-10094311,"C/O SHEKHAWATI COLLEGE, FATEHPUR ROAD, SIKAR, SIKAR, SIKAR, Rajasthan, 302005",SIKAR,SIKAR,Rajasthan,302005,1572 - 246024,www.gurukulsikshansanthan.org,gurukulss@gmail.com,RAMAN CHAWLA,PRESIDENT,Regular,01-Jul-10,12 years,0 years,0 years,1572 -,259024,gurukulss@gmail.com
"SHEKHAWATI COLLEGE OF PHARMACY, DUNDLOD",1-5454311,"SHEKHAWATI COLLEGE OF PHARMACY, DUNDLOD.  DISTT- JHUNJHUNU , RAJ, JHUNJHUNU, DUNDLOD, Rajasthan, 333702",DUNDLOD,JHUNJHUNU,Rajasthan,333702,1594 - 225375,www.secd.ac.in,dr.jhajharia123@rediffmail.com,MAHESH JHAJHARIA,M.D,Regular,07-May-12,13 years,0 years,4 years,1594 - 213173,1594225721,nannubeta@gmail.com
"SHEKHAWATI ENGINEERING COLLEGE, DUNDLOD",1-4294963,"121,K-5 SCHEME,KHATI PURA ROAD , JAIPUR, JAIPUR, JAIPUR, Rajasthan, 302006",DUNDLOD,JHUNJHUNU,Rajasthan,333702,1594 - 225375,www.secd.ac.in,info@shekhawatienggcollege.com,SATYENDRA KUMAR,MANAGING DIRECTOR,Regular,02-Feb-15,30 years,4 years,0 years,1594 - 223671,225721,nannubeta@gmail.com
SHEKHAWATI INSTITUTE OF ENGG. AND TECHNOLOGY,1-10158131,"OPP. SHIV MANDIR CINEMA, SIKAR, SIKAR, SIKAR, Rajasthan, 302001",SIKAR,SIKAR,Rajasthan,302005,1572 - 246024,www.gurukulshikshansansthan.org,gurukulss@gmail.com,KAMAL KISHOR VYAS,PRESIDENT,Regular,12-May-14,20 years,5 years,2 years,1572 - 246024,259024,gurukulss@gmail.com
SHEKHAWATI INSTITUTE OF MANAGEMENT,1-10152701,"OPP. SHIV MANDIR CINEMA,SIKAR, SIKAR, SIKAR, Rajasthan, 302005",SIKAR,SIKAR,Rajasthan,302005,1572 - 246024,www.gurukulshikshansansthan.org,gurukulss@gmail.com,MENAKHSHI BAKHSHI,PRESIDENT,Regular,12-Feb-09,15 years,2 years,0 years,1572 - 1232325054,259024,gurukulss@gmail.com
SHEKHAWATI INSTITUTE OF TECHNOLOGY,1-32579754,"C/O SHIKHAWATI COLLEGE, FATHE PUR ROAD,, SIKAR, SIKAR, Rajasthan, 302005",SIKAR,SIKAR,Rajasthan,302005,1572 - 246024,www.gurukulshikshansansthan.org,gurukulss@gmail.com,DR. ANJANI KUMAR JHA,PRESIDENT,Regular,01-Jul-94,15 years,5 years,7 years,120 -,259024,gurukulss@gmail.com
SHEKHAWATI POLYTECHNIC COLLEGE,1-463262551,"SHIKHAWATI COLLEGE, FATEHPUR ROAD, SIKAR, SIKAR, Rajasthan, 302005",SIKAR,SIKAR,Rajasthan,332001,1572 - 246024,www.gurukulshikshansansthan.org,gurukulss@gmail.com,SYED ABDAHEER MEERAN,PRESIDENT,Regular,14-Sep-13,13 years,0 years,0 years,1572 - 246024,259024,gurukulss@gmail.com
SHELLINO EDUCATION SOCIETY'S ARUNAMAI COLLEGE OF PHARMACY,1-419653461,"14/C INDRAPRASTHA NAGAR, DUH FEDERATIN ROAD JALGAON., JALGAON, JALGAON, Maharashtra, 425001",JALGAON,JALGAON,Maharashtra,425001,257 - 2020270,www.shellinoinstitutes.com,jalpharmaedu@gmail.com,TUSHAR DESHMUKH,PRINCIPAL,Regular,01-Sep-14,15 years,10 years,0 years,257 - 2020270,2221253,"deshmukhta@rediffmail.com,"
"SHELLINO EDUCATION SOCIETY'S NANASAHEB R.G.PATIL INSTITUTE OF PHARMACY,MAMURABAD,JALGAON",1-496075191,"YASHAWANT NAGAR NEAR RAMANAND NAGAR JALGAON., JALGAON, JALGAON, Maharashtra, 425002",MAMURABAD,JALGAON,Maharashtra,425001,257 - 2020270,www.shellinoinstitutes.com,jalpharmaedu@gmail.com,YOGESH JOSHI,PRINCIPAL,Regular,20-Jun-11,5 years,0 years,1 years,257 - 2020270,2200774,jalpharmaedu@gmail.com
SHERWOOD BUSINESS SCHOOL,1-7813641,"SHERWOOD BUSINESS SCHOOL, SHERWOOD EDUCATIONAL CAMPUS, LUCKNOW-FAIZABAD ROAD, NEAR SAFEDABAD RAILWAY CROSSING, BARABANKI, DHARSANIYA, Uttar Pradesh, 225003",BARABANKI,LUCKNOW,Uttar Pradesh,225003,5248 - 227610,www.sherwoodindia.in,sbs@sherwoodindia.in,AMIT CHATURVEDI,DIRECTOR,Regular,18-Sep-14,16 years,3 years,0 years,5248 - 227610,227381,sbs@sherwoodindia.in
SHERWOOD COLLEGE OF ENGINEERING RESEARCH & TECHNOLOGY,1-7597681,"89, VISHNUPURI,   ALIGAN J,, LUCKNOW,   LUCKNOW, Uttar Pradesh, 226022",BARABANKI,LUCKNOW,Uttar Pradesh,225001,5248 - 9415301312,www.sherwoodindia.in,scert@sherwoodindia.in,SURENDRA KUMAR SRIVASTAVA,ACTING DIRECTOR,Regular,12-Aug-15,42 years,40 years,0 years,522 - 4035700,5222716526,scert@sherwoodindia.in
SHERWOOD COLLEGE OF MANAGEMENT,1-4843687,"SHERWOOD CAMPUS  SECTOR-25  INDIRA NAGAR, LUCKNOW, LUCKNOW, Uttar Pradesh, 226016",LUCKNOW,LUCKNOW,Uttar Pradesh,226016,522 - 4035700,www.sherwoodindia.in,scm@sherwoodindia.in,S.RIZWAN MUSANNA,DIRECTOR,Regular,18-Jun-14,25 years,20 years,10 years,522 - 4035700,2716526,scm@sherwoodindia.in
SHERWOOD COLLEGE OF PHARMACY,1-10027961,"SHERWOOD EDUCATIONAL CAMPUS, NEAR SAFEDABAD RAILWAY CROSSING, DHARSANIYA, BARABANKI, BARABANKI, BARABANKI, Uttar Pradesh, 225001",BARABANKI,BARABANKI,Uttar Pradesh,225001,522 - 9415301312,www.sherwoodindia.in,scp@sherwoodindia.in,SANJAYA KUMAR PANDA,DIRECTOR,Regular,29-Jan-16,17 years,0 years,9 years,5248 -,2716526,prof.skpanda@gmail.com
SHETH SHRI OTARMAL SHESHMAL PARMAR COLLEGE OF DIPLOMA ENGG.,1-445642511,"AT.POST.MANGAON,TAL.MANGAON,DIST.RAIGAD, RAIGAD, MANGAON, Maharashtra, 402104",NAGOTHANE,RAIGAD,Maharashtra,402106,2194 - 222523,www.osparmarpolytechnic.com,parmarngt@gmail.com,SANJAY JADHAV,PRINCIPAL,Regular,27-Jan-11,13 years,0 years,0 years,2194 - 222522,222848,sanjay.1053@rediff.com
SHETTY INSTITUTE OF TECHNOLOGY,1-459366372,"PLOT NO 143, BHAGYAWANTI NAGAR BESIDE HOTEL SUN INTERNATIONAL, GULBARGA, GULBARGA, Karnataka, 585102",GULBARGA,GULBARGA,Karnataka,585105,8472 - 296666,www.sitgulbarga.org,sonthravi@gmail.com,RAVI SONTH,BUSSINESMAN,Regular,28-Oct-11,29 years,9 years,0 years,8472 - 247376,296666,udayshankarshetty1967@gmail.com
"SHETTY POLYTECHNIC,GULBARGA",1-431233679,"10-105/60 SHARAN NAGAR GULBARGA, GULBARGA, GULBARGA, Karnataka, 585101",GULBARGA,GULBARGA,Karnataka,585105,8472 - 296666,www.sssmtrust.org/polytechnic,shiv100472@yahoo.com,SHIVSHEKHAR MANGALGI,PRINCIPAL,Regular,01-Jul-10,14 years,0 years,0 years,8472 - 273469,296666,shiv100472@yahoo.com
SHEVAROYS INSTITUTE OF HOTEL MANAGEMENT AND CATERING TECHNOLOGY,1-500833931,"HOTEL SHEVAROYS COMPLEX,YERCAUD- HILLS, SALEM, YERCAUD-HILLS, Tamil Nadu, 636601",YERCAU-HILLS,SALEM,Tamil Nadu,636601,4281 - 222288,www.shevaroyscateringcollege.com,shevaroyscollege_yercaud@yahoo.co.in,ANANDA RAVIKUMAR VIDIYALA,PRINCIPAL,Regular,26-May-04,14 years,0 years,6 years,4281 - 222731,222387,anandravikumar512@gmail.com
SHIBANI INSTITUTE OF TECHNICAL EDUCATION(SITE),1-7121751,"PLOT NO:313, SRIKHETRA VIHAR, SUREKHA RESIDENCY,AIGINIA, BHUBANESWAR-19, KHORDHA, BHUBANESWAR, Orissa, 751002",BHUBANESWAR,KHORDHA,Orissa,752054,674 - 2467525,www.shibaniinstitute.org,principal.site.bhubaneswar@gmail.com,DR.ANANTA KUMAR SAHOO,PRINCIPAL,Regular,31-Jul-12,29 years,10 years,0 years,674 - 2467525,2467555,principal.site.bhubaneswar@gmail.com
"SHIKSHA MANDALS GOVINDRAM SEKSARIA COLLEGE OF COMMERCE,WARDHA",1-17787444,"GOVINDRAM SEKSARIA COLLEGE OF COMMERCE, JAMANALAL BAJAJ MARG, CIVIL LINES, WARDHA, WARDHA, WARDHA, Maharashtra, 442001",WARDHA,WARDHA,Maharashtra,442001,7152 - 230610,www.shikshamandal.org,mb4615gsw@gmail.com,DR. ABDUL BARI ABDUL AZIZ,PRINCIPAL,Regular,14-Dec-09,30 years,15 years,0 years,7152 - 230511,230506,mb46154gsw@gmail.com
SHIKSHAN MAHARSHI DR. D. Y. PATIL CENTER  FOR MANAGEMENT AND RESEARCH,1-9870303,"137 R/L 'G' BLOCK, MIDC, SHAHUNAGAR, CHINCHWAD, PUNE - 411019, PUNE, PIMPRI CHINCHWAD, Maharashtra, 411019",PIMPRI-CHINCHWAD,PUNE,Maharashtra,412114,20 - 65111156,www.dypatilmba.com,info@dypatilsanstha.com,SUNIL DHANAWADE,SECRETARY,Regular,18-Feb-15,9 years,5 years,11 years,20 - 65111158,20275383,info@dypatilsanstha.com
